creator,base_model_count,total_derivatives,avg_downloads
Motif-Technologies,2,4,530.0
automatedstockminingorg,2,2,1.5
ai-maker-space,2,16,2.0
NExtNewChattingAI,2,2,740.5
N8Programs,2,3,3.5
ahxt,2,7,1042.0
agi-designer,2,3,1.0
agentlans,2,3,0.0
flammenai,2,2,1.5
DavidLanz,2,4,4.0
adityaR007,2,3,0.0
Netrve,2,4,0.0
flyingbugs,2,28,5.0
Neko-Institute-of-Science,2,3,806.0
chenshake,2,2,0.5
TEL-LLM,2,2,0.0
T3Q-LLM-Product,2,2,2.5
abluesky0223,2,2,5.5
abideen,2,6,340.0
Syed-Hasan-8503,2,3,29.0
CultriX,2,3,346.5
NTQAI,2,26,836.5
edumunozsala,2,2,7.0
ENERGY-DRINK-LOVE,2,2,5.5
TRAC-MTRY,2,4,0.0
aisingapore,2,4,88.5
GOAT-AI,2,4,879.5
chanwit,2,2,673.0
NgVietAnh41,2,2,46.0
Nexusflow,2,36,1406.5
G-reen,2,4,1.5
NexaAI,2,2,24.0
DungND1107,2,3,0.0
Neuronovo,2,3,8.0
Nondzu,2,11,6.0
NobutaMN,2,2,3.0
Dracones,2,2,0.0
NlpHUST,2,13,441.0
ai4bharat,2,3,246512.5
Hi-Q,2,4,0.5
ThaiLLM,2,6,1966.0
Omartificial-Intelligence-Space,2,3,9.0
chainup244,2,2,1.0
Tensoic,2,5,3.5
alibayram,2,2,3.5
OPI-PG,2,3,1486.5
ONS-AI-RESEARCH,2,2,5.0
NumbersStation,2,3,189.0
noirchan,2,2,1.0
clinicalnlplab,2,2,2.5
Novaciano,2,3,1.5
TeichAI,2,2,15.0
frameai,2,3,4.0
daryl149,2,4,289.0
OpenSafetyLab,2,4,663.0
Finisha-LLM,2,2,11.0
TitleOS,2,6,68.0
OpenMeditron,2,3,1863.5
kalytm,2,7,15.5
kalisai,2,3,116.5
kevinpro,2,4,406.0
kenken6696,2,6,0.0
kldzj,2,4,46496.5
Chainbase-Labs,2,7,23.0
diffnamehard,2,4,393.0
CVP164,2,2,0.5
kyx0r,2,6,48.5
decem,2,2,745.0
kromcomp,2,3,0.0
DAMO-NLP-MT,2,2,449.0
kotoba-tech,2,2,6.0
leafspark,2,2,2.5
lamm-mit,2,2,23.5
lalainy,2,3,3.0
lalagi2,2,2,1.5
echarlaix,2,3,21856.5
ghemdd,2,3,1.5
lemonilia,2,5,44.0
CHOOSEIT,2,3,1.5
genne,2,2,3.5
Byungchae,2,2,4.5
Brillibits,2,5,422.0
grimulkan,2,3,3.5
gotchu,2,2,0.5
beberik,2,8,689.0
line-corporation,2,6,94.5
gmongaras,2,2,2.5
hakurei,2,4,817.5
logicker,2,2,5.0
gustavecortal,2,3,7.5
malteos,2,17,12.0
gsoloupis,2,2,2.0
lxuechen,2,4,39.0
gsjang,2,4,3.5
Bin12345,2,3,16.5
gshasiri,2,6,514.5
marin-community,2,11,1259.0
gsar78,2,2,1.5
maxxi146,2,2,0.5
hariharanv04,2,4,33.5
BobaZooba,2,2,3.0
hardlyworking,2,2,0.0
BlouseJury,2,3,445.5
mhenrichsen,2,2,69.0
mesh-labs,2,2,2.0
meekre36,2,2,0.0
medalpaca,2,4,1312.5
mayflowergmbh,2,2,5.5
maya-research,2,12,45641.5
ministral,2,25,2408.5
haoranxu,2,4,1032.0
TinyPixel,2,14,240.0
mkay8,2,2,1.0
mistralai,2,2388,1707448.0
Bharatdeep-H,2,2,0.0
Bertug1911,2,2,2.5
BatsResearch,2,2,82.0
BanusreeM,2,2,2.0
mogaio,2,2,2.0
mobiuslabsgmbh,2,10,62.0
mnlp-2024,2,2,0.0
mllmTeam,2,2,4.0
hiig-ai-lab,2,4,48.5
mtc,2,2,4.5
mrcuddle,2,3,0.5
moyixiao,2,2,0.0
motherfucker0,2,29,0.0
nanaelas,2,6,0.0
myrkur,2,5,1.5
hf-100,2,18,1.5
muse-bench,2,19,1865.5
OwOpeepeepoopoo,2,8,0.5
neeleshg23,2,2,13.5
naot97,2,2,0.0
nicholasKluge,2,8,30.0
BUT-FIT,2,3,199.0
Azzedde,2,2,0.0
hdve,2,2,2.5
nkpz,2,4,390.0
nk2t,2,2,3.5
hon9kon9ize,2,3,79.0
alchemonaut,2,3,212.0
digitous,2,3,811.5
ntkhoi,2,3,0.0
nomic-ai,2,4,1067.5
hiraltalsaniya,2,2,0.0
Tiiny,2,2,76.0
ClosedCharacter,2,12,105.5
ogwata,2,2,41.5
ockerman0,2,2,1.0
obrmmk,2,2,1.0
nztinversive,2,6,85.5
ArliAI,2,32,18.0
ClaudioItaly,2,9,644.0
openai,2,422,6081852.5
oopsung,2,18,3.0
ontocord,2,4,7.0
oscar128372,2,4,1.5
huyhoangt2201,2,12,1.5
AswanthCManoj,2,2,2.0
Aspik101,2,2,399.0
hunzalarasheed,2,2,0.0
owner203,2,3,2.5
philimon,2,2,1.0
phanerozoic,2,3,58.5
huggyllama,2,33,77112.5
peft-internal-testing,2,2,223352.5
posicube,2,4,772.0
polystation,2,3,0.0
hpcgroup,2,2,21.5
cleanrl,2,19,632.5
pints-ai,2,5,140.0
philschmid,2,3,24.5
pvbhanuteja,2,2,21.5
pt-sk,2,2,0.0
proto-llm,2,2,699.5
projecte-aina,2,9,23.5
allura-forge,2,5,0.0
rasyosef,2,5,77.0
rahuldshetty,2,3,10.0
Columbidae,2,6,1.5
CoexistAI,2,2,0.0
refactai,2,7,29793.0
rednote-hilab,2,5,129721.5
recogna-nlp,2,2,16.5
reallad,2,3,1.0
realPCH,2,2,4.5
AnatoliiPotapov,2,6,44.5
ibm-ai-platform,2,2,3.5
ricdomolm,2,2,118.0
TheMindExpansionNetwork,2,2,0.0
rhaymison,2,30,8.0
roneneldan,2,6,28291.5
robinsyihab,2,4,91.5
digitalpipelines,2,2,5.0
rvv-karma,2,3,3.5
ruslanmv,2,6,55.0
rubra-ai,2,3,2.5
iko-01,2,2,25.5
sanchit-gandhi,2,3,8.0
samir-fama,2,9,751.0
ikaros104,2,2,0.0
issai,2,3,280.0
rzeraat,2,4,0.0
ryzen88,2,2,3.5
ise-uiuc,2,7,2974.5
sauce1337,2,5,810.5
saucam,2,2,1.5
sanghwa-na,2,4,4.0
sandeshrajx,2,4,22.5
TitanML,2,13,53154.0
introspection-auditing,2,107,6.0
semcoder,2,2,8.0
selfcorrexp2,2,2,1.0
sel303,2,2,5.0
jebcarter,2,5,795.5
shuttleai,2,11,5.0
shibing624,2,6,165.0
shawon,2,4,1.5
jdqqjr,2,2,9.5
skumar9,2,5,20.5
silma-ai,2,12,3295.5
silent666,2,2,0.5
shyamieee,2,2,3.0
Alibaba-Apsara,2,27,457.5
jaydee29,2,2,0.0
sohyunan,2,3,0.0
jaspionjader,2,2,3.5
Changgil,2,2,113.0
sp-embraceable,2,2,0.0
Americo,2,3,0.0
Alvin-LiuJia,2,2,2.0
starmpcc,2,6,431.5
ssoyeun,2,4,3.5
support-pvelocity,2,4,4.0
sullivan1502,2,2,0.5
styalai,2,4,0.5
stockmark,2,6,595.5
tamang0000,2,2,4.0
jhu-clsp,2,2,164.0
taddeusb90,2,2,1.5
swiss-ai,2,18,6726.5
tavtav,2,13,398.5
tflsxyy,2,5,10.0
tenyx,2,11,4643.5
TriadParty,2,6,385.5
tlphams,2,2,351.0
timpal0l,2,31,354.5
thesven,2,3,6.0
theo77186,2,3,8.0
tuneai,2,2,2.0
trohrbaugh,2,2,111.0
jeonsworld,2,5,7414.5
jeffwan,2,2,2929.0
jingyeom,2,27,35.0
Aarushhh,2,2,4.0
umd-zhou-lab,2,4,76.5
uaytug,2,8,1.5
ChocoLlama,2,3,6.0
ura-hcmut,2,2,0.0
upiter,2,2,5.0
vectorzhou,2,254,490.5
uygarkurt,2,4,6864.5
viethq188,2,5,739.0
victunes,2,4,6.0
vngrs-ai,2,26,1034.5
vivo-ai,2,3,162.0
ACE-Step,2,7,5646.0
ABX-AI,2,2,6.0
wenbopan,2,5,8701.0
weblab-GENIAC,2,9,301.5
webbigdata,2,2,392.5
HIT-SCIR,2,2,4412.0
allganize,2,10,95.5
jonathanjordan21,2,3,5.0
Tostino,2,4,12.5
wkshin89,2,2,4.0
withmartian,2,2,3.0
winninghealth,2,2,6.0
ybelkada,2,13,250.5
justinxzhao,2,2,4.0
xiaodongguaAIGC,2,2,54.0
Open-Reasoner-Zero,2,5,356.5
katuni4ka,2,3,3775.0
yeniceriSGK,2,2,3.0
karasu000,2,4,6.5
yuk1chan,2,4,1.0
42dot,2,5,987.5
zjunlp,2,2,45.5
nem012,2,2,2.5
Recag,1,1,4.0
ReadyArt,1,1,0.0
ReactiveAI,1,1,43.0
Rawkney,1,1,2.0
RaphaelMourad,1,1,73.0
Ragsv2,1,1,0.0
RussRobin,1,1,348.0
Rupesh2,1,1,6.0
RthItalia,1,1,160.0
RozGrov,1,1,3.0
RossAscends,1,2,4.0
Rookie,1,2,344.0
Roman190928,1,1,0.0
Rocketknight1,1,1,1210.0
RochatAI,1,1,3.0
RoboSG,1,1,2.0
Robertp423,1,1,0.0
RobBossJR,1,1,4.0
RoadQAQ,1,1,555.0
Rishabh02,1,1,0.0
Salvatale,1,1,1.0
Sakonii,1,9,182.0
SaidOukadr,1,3,0.0
Safurai,1,2,17.0
Sachin21112004,1,1,2.0
SUSTech,1,4,782.0
STEM-AI-mtl,1,2,65.0
SRP-base-model-training,1,1,0.0
SHMIS,1,1,1.0
S4nfs,1,3,22968.0
S-miguel,1,7,112.0
Gaivoronsky,1,6,10.0
Gabrielmsidik,1,1,0.0
GabrielMM,1,1,1.0
GStoynev,1,1,0.0
SeacomSrl,1,1,1391.0
Sayankotor,1,1,0.0
Saurabh15,1,1,1.0
SaudxInu,1,1,0.0
Satwik11,1,1,10.0
Sandhya2002,1,1,0.0
Samvardhan777,1,1,2.0
Samsoup,1,1,0.0
SamMikaelson,1,1,1.0
SepKeyPro,1,1,3.0
SejongKRX,1,1,1.0
Secbone,1,1,750.0
GitBag,1,1,1.0
GingerBled,1,1,1.0
GhadyIbra250,1,1,0.0
GerbilLab,1,1,2.0
Geraldine,1,1,2.0
Gandhiv112,1,1,10.0
Solshine,1,1,1.0
Snowflake,1,1,8945.0
SlimFactoryHub,1,1,0.0
Slavic1135,1,1,1.0
Slavator096,1,1,5.0
Skylaude,1,6,22.0
Sirius27,1,1,7.0
SimpleStories,1,3,201.0
SiguienteGlobal,1,1,2.0
Siddharth63,1,1,5.0
ShuoGZ,1,3,0.0
SherlockAssistant,1,4,118.0
Sur78a,1,1,1.0
SuperbEmphasis,1,1,2.0
SuperAGI,1,4,765.0
SumayyaAli,1,2,5.0
Sujithanumala,1,1,4.0
SuccubusBot,1,1,4.0
Stevross,1,1,1.0
Steelskull,1,1,16.0
StarkWizard,1,1,3.0
StaAhmed,1,1,2.0
SparseLLM,1,1,3.0
Sosnitskij,1,1,3.0
SomyaSaraswati,1,2,3.0
Frusto,1,1,95.0
FrostAura,1,2,1.0
FrankChenhz,1,1,0.0
Frank0110,1,1,0.0
TNSA,1,2,0.0
TFMC,1,4,6.0
TFLai,1,1,134.0
TETO101,1,1,3.0
TEN-framework,1,2,2243.0
SyverraStudios,1,1,1.0
SykoSLM,1,1,7.0
SuvajitGB,1,1,2.0
Tap-M,1,3,906.0
TakaTaka3,1,1,2.0
TURKCELL,1,8,1608.0
TTam115,1,1,0.0
TRM-coding,1,1,44.0
TRICELL-Inc,1,3,84.0
TOBEAI,1,1,1.0
GG2k4,1,2,3.0
FutureLivingLab,1,4,323.0
FuseAI,1,10,41.0
Fulcrum-AI,1,1,3.0
Fugaku-LLM,1,1,48.0
Fu01978,1,1,27.0
TheBigBlender,1,2,0.0
The-matt,1,17,5.0
ThatsGroes,1,1,2.0
Tgratzi,1,1,3.0
Tesslate,1,1,0.0
Telugu-LLM-Labs,1,1,130.0
Teknova,1,2,0.0
Tejasw1,1,1,3.0
Tejasvisudugureddy,1,1,0.0
TejAndrewsACC,1,1,1.0
Technoculture,1,1,364.0
TechNamu,1,1,59.0
TareksGraveyard,1,1,6.0
TildeAI,1,4,3260.0
TianshengHuang,1,6,2.0
TianqiLiuAI,1,1,0.0
Thytu,1,1,124.0
Thimphou,1,1,5.0
Theros,1,1,0.0
TheSkullery,1,1,0.0
ThePegasusGroup,1,2,10.0
TheOneWhoWill,1,1,0.0
TheCarBun,1,3,9.0
TriAiExperiments,1,1,350.0
TopAI-1,1,1,512.0
Tongyi-Zhiwen,1,40,406.0
FractalAIResearch,1,1,82.0
FoundationVision,1,1,19.0
FogTeams,1,1,399.0
Flolight,1,1,1.0
FlofloB,1,2,32.0
FloatDo,1,1,37.0
Fischerboot,1,1,1.0
VibeStudio,1,1,980.0
Varadrajan,1,1,0.0
Value4AI,1,1,107.0
VMware,1,1,256.0
Utsav03,1,1,0.0
Universal-NER,1,1,232.0
NucleusAI,1,2,794.0
URP,1,1,2.0
TwinDoc,1,1,0.0
TsinghuaC3I,1,5,1580.0
VivekChauhan06,1,1,3.0
Vivacem,1,1,8.0
VitalContribution,1,4,675.0
Vishwas1,1,2,5.0
VillanovaAI,1,1,197.0
Vigneshwaran22,1,1,1.0
VietTung04,1,2,0.0
VietAI,1,3,452.0
Viet-Mistral,1,21,1661.0
VictLee,1,1,0.0
FabienRoger,1,1,1942.0
Exthalpy,1,2,0.0
Ex0bit,1,2,2825.0
EthioNLP,1,2,24.0
Whyso-39,1,1,3.0
WendyHoang,1,1,21.0
WayneLee9511,1,1,0.0
WYNN747,1,1,26.0
WICKED4950,1,1,0.0
WDong,1,1,6.0
Vyvo,1,1,0.0
XavierXin,1,2,0.0
XCryptoniusX,1,2,0.0
X-D-Lab,1,1,60.0
Wowso,1,1,0.0
WorldOpenTechnology,1,1,1.0
Wilailack,1,1,0.0
FinchResearch,1,2,1.0
Fathi7ma,1,1,7.0
Fan1018,1,1,0.0
FallenMerick,1,1,0.0
FahadCEO7376,1,1,0.0
ZainabF,1,1,0.0
Yunong,1,1,0.0
YorkieOH10,1,8,1.0
YingdaLi,1,1,4.0
YiPz,1,1,41.0
YiDuo1999,1,1,57.0
YenJung,1,1,3.0
YellowDotGroup,1,1,0.0
Yellow-AI-NLP,1,10,231.0
Yano,1,5,92.0
YOYO-AI,1,1,142.0
XeAI,1,1,0.0
Xclbr7,1,3,7.0
Emova-ollm,1,1,12.0
aashay96,1,1,11.0
aagius,1,1,3.0
a-m-team,1,8,95.0
ZySec-AI,1,5,297.0
Zxilly,1,1,0.0
ZombitX64,1,1,1.0
Zhihui,1,1,1.0
Zhengyi,1,10,717.0
ZharfaTech,1,1,11.0
Zestor,1,1,0.0
ZeLi111,1,1,4.0
Zangs3011,1,1,3.0
abhinema,1,5,46.0
abhinav2024,1,1,2.0
abdgrt,1,2,6.0
Etherll,1,2,1.0
EssentialAI,1,3,2403.0
Essacheez,1,1,3.0
EryriLabs,1,1,5.0
EpistemeAI2,1,1,0.0
Enronld,1,1,0.0
Enno-Ai,1,1,848.0
EngTig,1,1,2.0
afterless,1,1,5.0
afrizalha,1,1,4.0
aeonium,1,1,4.0
adsingh64,1,1,0.0
adept,1,3,7497.0
adamNLP,1,1,0.0
adagues,1,1,3.0
aburnazy,1,2,2.0
akhooli,1,1,657.0
akhaliq,1,1,0.0
akh99,1,1,1.0
akbarsigit,1,5,0.0
aisquared,1,1,843.0
airev-ai,1,1,11.0
aiplanet,1,2,217.0
aipib,1,1,2.0
aigrant,1,2,3.0
aifeifei799,1,3,9.0
aidonuts,1,1,10.0
Echelon-AI,1,1,203.0
allbyai,1,1,807.0
alibidaran,1,1,9.0
ali77sina,1,1,0.0
ali-elganzory,1,1,3.0
alexsherstinsky,1,2,8.0
alexredna,1,1,3.0
alex-under,1,1,0.0
aldigobbler,1,2,3.0
albertosg112,1,1,0.0
akshayjadhav257,1,1,0.0
aks1s,1,4,0.0
akolit,1,1,8.0
almorin,1,1,3.0
allknowingroger,1,4,6.0
EmbeddedLLM,1,1,4.0
EmTpro01,1,1,1.0
Elstuhn,1,1,98.0
Ellio98,1,1,7.0
Eliac11,1,2,2.0
ElderlyDed,1,1,2.0
Elcaida,1,2,3.0
Edcastro,1,1,3.0
andrewdalpino,1,1,7.0
andmev,1,1,6.0
and-emili,1,1,102.0
anasse15,1,1,1.0
analystgatitu,1,1,0.0
analist,1,1,0.0
anakin87,1,1,8.0
amitagh,1,1,2.0
amills157,1,1,3.0
amazon,1,7,12614.0
amang1802,1,1,2.0
alvarobartt,1,1,3.0
almugabo,1,1,1.0
aoxo,1,1,413.0
anwgpt,1,1,5.0
anujjamwal,1,1,2807.0
anudaw,1,1,3.0
anthonym21,1,1,57.0
ansilmbabl,1,1,1.0
ankhamun,1,1,110.0
anilguleroglu,1,7,1.0
anilbhatt1,1,1,8.0
aniket49,1,1,7.0
angelazhang05,1,2,3.0
anezatra,1,1,7.0
asi,1,1,607.0
ashishkgpian,1,1,4.0
ashercn97,1,1,798.0
artemx,1,1,5.0
arshiaafshani,1,2,101.0
arnir0,1,7,38624.0
aristsakpinisaws,1,1,3.0
areegtarek,1,1,0.0
arcticoneai,1,2,10.0
ar08,1,1,0.0
apurvaga,1,1,128.0
apilguk,1,1,0.0
aumghag,1,1,0.0
auhide,1,1,0.0
august66,1,1,426.0
attention-avengers,1,2,1.0
atomwalk12,1,3,65.0
atisharma,1,2,0.0
atharvanighot,1,1,5.0
atelsson,1,1,0.0
asyafiqe,1,2,4.0
asulova,1,1,0.0
astanahub,1,1,3195.0
asrith05,1,1,0.0
aspirina765,1,2,2.0
DrDrek,1,1,9.0
Downtown-Case,1,1,4.0
DoumAI,1,1,0.0
Doub7e,1,2,1.0
bababababooey,1,1,4.0
ayoubkirouane,1,1,0.0
ayazfau,1,1,4.0
avey-ai,1,1,6.0
averntech,1,1,0.0
avemio-digital,1,1,3.0
austindavis,1,1,5.0
bavest,1,2,866.0
basakerdogan,1,1,1.0
bamec66557,1,1,25.0
baffo32,1,1,9065.0
baconnier,1,2,11.0
babylm,1,6,242.0
Easy-Systems,1,2,6.0
EQUES,1,1,418.0
Duyeon,1,1,2.0
DragonLLM,1,1,2.0
betterdataai,1,1,210.0
bespokelabs,1,1,27.0
bertin-project,1,1,3.0
berkeley-nest,1,36,3969.0
beowolx,1,20,8750.0
benjaminsinzore,1,1,81.0
benjamin,1,1,14.0
bengeos,1,1,2.0
benchang1110,1,1,11.0
behbudiy,1,5,35.0
beam-searchers,1,1,1.0
bcash2233,1,1,2.0
bayartsogt,1,1,85.0
blockblockblock,1,1,1.0
blademax45,1,1,0.0
blackhole33,1,1,2.0
black12138,1,1,5.0
bkai-foundation-models,1,2,4.0
bjfxs,1,1,3.0
biustnaspust,1,1,1.0
binhphap5,1,1,2.0
bilalkakar,1,1,0.0
bidit,1,1,2.0
bhuvana-ak7,1,1,0.0
bharatwokelo,1,1,2.0
bharathirajan89,1,1,0.0
c-bone,1,5,1651.0
bunkalab,1,2,8.0
bullerwins,1,2,13.0
brygotti,1,1,0.0
brucewayne0459,1,1,115.0
brianmatzelle,1,1,0.0
brayene,1,3,0.0
bralynn,1,1,0.0
bragour,1,1,2.0
botbotrobotics,1,1,3.0
bongchoi,1,2,907.0
bobofrut,1,2,135.0
bluetree99,1,2,1.0
DevWorld,1,1,5.0
cczhong,1,1,1.0
ccibeekeoc42,1,1,3.0
cassanof,1,1,1.0
casperhansen,1,2,192.0
casarulez,1,1,2.0
calliehsu,1,1,4.0
cais,1,1,276.0
c1park,1,1,4.0
cesun,1,1,1.0
cello78,1,1,0.0
cedpsam,1,1,24.0
ced-dpz,1,1,3.0
Dotalix,1,2,35.0
Dorn4449,1,1,99.0
DonatePlz,1,1,7.0
Dmitriy007,1,2,3.0
Divyansh008,1,2,0.0
DisOOM,1,1,1.0
Dimensity,1,1,8.0
Diluksha,1,1,0.0
DewEfresh,1,15,1.0
DevsDoCode,1,9,364.0
chrischain,1,1,2.0
choco800,1,1,17.0
choco58,1,1,5.0
chinoll,1,1,792.0
chinmayc3,1,1,2.0
chimbiwide,1,2,0.0
chheplo,1,1,1.0
chendren,1,2,24.0
check-ai-labs,1,1,22.0
chbenchi,1,1,5.0
charles22,1,1,1.0
chamibuddhika,1,1,3.0
clinic-research,1,1,7.0
climb-mao,1,1,1.0
clejordan,1,1,0.0
ckiplab,1,1,15.0
ckip-joint,1,1,7.0
cjvt,1,1,5.0
chutesai,1,2,0.0
chunxb,1,1,0.0
chuanli11,1,39,884.0
chronopt-research,1,2,9.0
chrisrutherford,1,2,2.0
cosmicgob,1,1,2.0
cosimoiaia,1,1,27.0
core-outline,1,1,2.0
coolyal,1,1,0.0
contrapliant,1,1,0.0
concedo,1,5,14.0
coldint,1,1,0.0
codemateai,1,1,812.0
codegood,1,1,1.0
cybershiptrooper,1,2,0.0
cwaud,1,1,0.0
curtis-sun,1,1,0.0
ctrlg,1,1,3.0
cstr,1,1,1.0
csmishra952,1,1,7.0
csdc-atl,1,3,5.0
cris177,1,2,2.0
crimsoncult,1,1,0.0
crazydevlegend,1,1,1.0
cosmicvalor,1,2,6.0
danielpark,1,1,0.0
danieliuspodb,1,10,1.0
daneggertmoeller,1,1,4.0
dan-kwiat,1,1,0.0
damerajee,1,1,117.0
d-matrix,1,1,5.0
cypienai,1,1,13.0
cycloneboy,1,1,29.0
cyboghostginx,1,2,2.0
DeL-TaiseiOzaki,1,1,0.0
David-Xu,1,5,5.0
DatafoundryAI,1,1,6.0
dbddv01,1,3,820.0
davzoku,1,3,783.0
davanstrien,1,1,3.0
datificate,1,3,5467.0
dat-lequoc,1,1,2.0
dariaL27,1,1,1.0
danyoung,1,1,6.0
dannybess,1,1,2.0
danielpedrozo,1,1,2.0
deepapaikar,1,1,1.0
decapoda-research,1,4,10.0
deca-ai,1,1,9.0
ddobokki,1,4,970.0
ddahlmeier,1,1,1.0
dcbv,1,1,2.0
dbmdz,1,4,7375.0
DeividasM,1,1,2.0
DehydratedWater42,1,1,0.0
Defetya,1,1,4.0
Deev124,1,2,1.0
DebateLabKIT,1,1,1.0
dhanush-radhakrishna,1,1,1.0
dganochenko,1,2,149.0
dfurman,1,1,44.0
detakarang,1,1,3.0
deqing,1,2,2.0
denxxs,1,1,50.0
denial07,1,1,3.0
deepnight-research,1,2,1558.0
deepnet,1,2,0.0
dogruaitech,1,1,0.0
dnivra26,1,1,0.0
dnakov,1,1,5.0
dltjdgh0928,1,7,5.0
dkumar15,1,2,256.0
distributed,1,1,11.0
distill,1,2,3.0
distilbert,1,1358,2336651.0
dipeshmajithia,1,1,0.0
dim,1,1,3.0
dierce,1,1,3.0
didula-wso2,1,4,40.0
dvilasuero,1,1,2.0
dushuai112233,1,1,3.0
duong942001,1,1,0.0
duchao1210,1,26,0.0
dtorres-zAgile,1,1,0.0
dteome,1,1,2.0
drwlf,1,2,0.0
driaforall,1,6,33.0
dpaul93,1,1,0.0
doubledsbv,1,1,1.0
domsebalj,1,1,6.0
dominik-reiner,1,1,0.0
elgeish,1,2,9.0
eleenakidangenb2b,1,1,1.0
ehristoforu,1,1,1.0
efeno,1,1,0.0
efederici,1,1,18.0
edwindn,1,3,4.0
edbeeching,1,1,25.0
ed001,1,1,0.0
ecnu-icalk,1,1,6.0
eagle0504,1,3,1.0
dyyyyyyyy,1,1,15.0
dvitvaai,1,1,52.0
DHMATH,1,2,0.0
DFofanov78,1,1,0.0
eperezj,1,1,1.0
eousphoros,1,4,400.0
enesarda22,1,1,5.0
empower-dev,1,1,7.0
emplitude,1,1,0.0
elyn-dev,1,19,15.0
elvis324,1,4,0.0
elliotthwangmsa,1,1,1.0
elliotthwang,1,1,3.0
elliepreed,1,1,0.0
elijahww,1,1,7.0
erwanf,1,4,307910.0
ericzzz,1,1,1034.0
ericpolewski,1,1,778.0
ericmelz,1,2,1.0
erhj3eh3ehweg,1,1,0.0
DatPySci,1,1,2.0
DarwinAnim8or,1,1,2.0
DanteKwak,1,1,0.0
Dans-Archive,1,2,7.0
DanieleSalva,1,1,1.0
Dampish,1,1,874.0
Daizee,1,2,14.0
DaertML,1,1,3.0
DRXD1000,1,22,9.0
farooqkhan2840503,1,1,2.0
fano-kr,1,1,0.0
fanherodev,1,1,18.0
ezelikman,1,2,19.0
eymericboyer,1,2,2.0
exresearch,1,1,3.0
explorewithai,1,2,5.0
exbow,1,1,2.0
exafluence,1,1,0.0
ewhk9887,1,1,9.0
eunyounglee,1,1,5.0
etri-lirs,1,1,22.0
eternis,1,1,0.0
eryk-mazus,1,4,3082.0
flair,1,1,58.0
fivecmpersec,1,1,0.0
fireworks-ai,1,2,18.0
fireballoon,1,2,836.0
fingerclose,1,1,3.0
finaspirant,1,1,1.0
filipealmeida,1,9,269.0
fguryel,1,1,2.0
ContactDoctor,1,2,3.0
Compumacy,1,2,1.0
furiosa-ai,1,1,4.0
fumiyau,1,1,0.0
frostsg,1,1,1.0
fredzzp,1,1,5894.0
frankenmerger,1,1,5.0
four-two-labs,1,1,6.0
forestai,1,1,9.0
fluently,1,5,128.0
florian987,1,1,0.0
gate369,1,2,4.0
gaodrew,1,1,800.0
galatolo,1,1,45.0
gai-labs,1,3,37.0
gahsilas,1,1,0.0
g-ronimo,1,1,6.0
g-assismoraes,1,1,0.0
CyberNative-AI,1,1,7.0
CyYoung,1,1,0.0
0xarnav,1,1,0.0
CreatorPhan,1,1,0.0
CopyleftCultivars,1,2,8.0
CooolDude,1,1,3.0
ConvexAI,1,1,108.0
glorgao,1,1,17.0
giux78,1,3,1307.0
gitglubber,1,2,1.0
giovannidemuri,1,1,0.0
giayphuyen,1,1,6.0
giannisan,1,1,3.0
2yunadaaa,1,1,0.0
zhumj34,1,1,55.0
geralt,1,1,14.0
georgesung,1,4,1030.0
geonmin-kim,1,2,3.0
yurakuratov,1,1,2.0
genericgod,1,1,3.0
genah,1,1,1.0
gbueno86,1,2,1.0
gavin124,1,3,123.0
0zk1,1,1,0.0
gradjitta,1,1,6.0
gpellejero,1,1,0.0
gowhyyou,1,1,0.0
zzzmahesh,1,1,12.0
gotchachurchkhela,1,2,0.0
gorkemgoknar,1,1,11.0
080-ai,1,1,1.0
gordicaleksa,1,3,233.0
google-t5,1,5,757718.0
goktugkoksal,1,1,0.0
gohsyi,1,1,1.0
gocharlie-ai,1,1,0.0
gmonsoon,1,1,1.0
0x70DA,1,1,2.0
gmguarino,1,1,1.0
zhichen,1,1,7.0
haibh,1,1,4.0
hafizizaironi,1,1,0.0
haes95,1,1,2.0
hadimian,1,2,0.0
hackint0sh,1,2,27.0
h2m,1,1,676.0
zhengr,1,1,110.0
guirrock,1,1,2.0
guidelabs,1,1,1598.0
guardrail,1,1,766.0
zhaode,1,1,27.0
zhangchuheng123,1,1,831.0
zh-tw-llm-dv,1,1,0.0
zettafleet,1,1,26.0
grounded-ai,1,1,1.0
hbpkillerX,1,1,0.0
hassanij,1,2,0.0
hassanepulga,1,1,5.0
harshit36,1,1,0.0
harir,1,1,2.0
zeroblu3,1,2,2.0
zementalist,1,4,5.0
harborwater,1,3,817.0
harangstar,1,1,2.0
haramberesearch,1,1,2.0
16dvnk,1,1,4.0
hanzla,1,1,1.0
hantempler101,1,1,0.0
hamzabm2712,1,1,0.0
152334H,1,78,843.0
hama-jp,1,2,1.0
1231czx,1,1,1.0
hibikaze,1,2,5.0
hhhhzy,1,1,15.0
hghghgkskdmskdms,1,2,5.0
1024m,1,2,14.0
herisan,1,2,6.0
hereral,1,1,2.0
Jarnails1559,1,1,3.0
hemhemoh,1,1,1.0
hellomyoh,1,1,2.0
hejiahuanle,1,1,2.0
hedronstone,1,1,718.0
heavytail,1,1,5.0
JalilH,1,1,3.0
hdeldar,1,1,6.0
hchung1017,1,2,5.0
hotmalau,1,1,43.0
hongyin,1,1,8.0
hongce-tech,1,1,0.0
Jakelolipopp,1,2,0.0
